restaurant,item,calories,cal_fat,total_fat,sat_fat,trans_fat,cholesterol,sodium,total_carb,fiber,sugar,protein,vit_a,vit_c,calcium,salad
Mcdonalds,McDouble,0.149377593,0.125984252,0.127659574,0.170212766,0.125,0.086956522,0.136026381,0.217948718,0.117647059,0.08045977,0.118918919,0.055555556,0.005,0.034482759,Other
Mcdonalds,McRib,0.190871369,0.157480315,0.156028369,0.14893617,0,0.099378882,0.140972795,0.288461538,0.117647059,0.137931034,0.12972973,0.011111111,0.005,0.020689655,Other
Mcdonalds,Pico Guacamole 1/4 lb Burger,0.232365145,0.236220472,0.234042553,0.255319149,0.1875,0.118012422,0.149216818,0.262820513,0.235294118,0.08045977,0.151351351,0.044444444,0.0375,0.051724138,Other
Mcdonalds,Grilled Pico Guacamole Chicken Sandwich,0.20746888,0.125984252,0.127659574,0.127659574,0,0.142857143,0.251442704,0.320512821,0.235294118,0.137931034,0.210810811,0.044444444,0.0625,0.103448276,Other
Mcdonalds,Crispy Pico Guacamole Chicken Sandwich,0.273858921,0.220472441,0.226950355,0.14893617,0,0.099378882,0.233305853,0.442307692,0.352941176,0.137931034,0.162162162,0.044444444,0.0375,0.103448276,Other
Mcdonalds,Premium Buttermilk Crispy Chicken Deluxe Sandwich,0.228215768,0.157480315,0.163120567,0.106382979,0,0.074534161,0.170651278,0.41025641,0.235294118,0.126436782,0.145945946,0.022222222,0.025,0.068965517,Other
Mcdonalds,Premium Crispy Chicken Deluxe Sandwich,0.211618257,0.157480315,0.156028369,0.085106383,0,0.055900621,0.162407255,0.378205128,0.176470588,0.149425287,0.12972973,0.033333333,0.025,0.068965517,Other
Mcdonalds,Quarter PounderÂ® with Cheese,0.211618257,0.188976378,0.191489362,0.276595745,0.1875,0.124223602,0.177246496,0.262820513,0.176470588,0.114942529,0.162162162,0.111111111,0.015,0.051724138,Other
Mcdonalds,Signature Sriracha Burger,0.269709544,0.251968504,0.24822695,0.255319149,0.1875,0.118012422,0.164056059,0.358974359,0.235294118,0.149425287,0.167567568,0.111111111,0.0375,0.103448276,Other
Mcdonalds,Grilled Signature Sriracha Chicken Sandwich,0.22406639,0.141732283,0.141843972,0.106382979,0,0.142857143,0.253091509,0.358974359,0.235294118,0.16091954,0.216216216,0.111111111,0.0625,0.103448276,Other
Mcdonalds,Crispy Signature Sriracha Chicken Sandwich,0.294605809,0.236220472,0.234042553,0.14893617,0,0.099378882,0.233305853,0.480769231,0.294117647,0.149425287,0.167567568,0.111111111,0.05,0.103448276,Other
Mcdonalds,Sweet BBQ Bacon 1/4 lb Burger,0.278008299,0.267716535,0.262411348,0.29787234,0.1875,0.136645963,0.213520198,0.326923077,0.176470588,0.16091954,0.2,0.033333333,0.0375,0.051724138,Other
Mcdonalds,Grilled Sweet BBQ Bacon Chicken Sandwich,0.253112033,0.157480315,0.156028369,0.14893617,0,0.167701863,0.315746084,0.391025641,0.235294118,0.206896552,0.254054054,0.022222222,0.075,0.086206897,Other
Mcdonalds,Crispy Sweet BBQ Bacon Chicken Sandwich,0.323651452,0.251968504,0.255319149,0.191489362,0.0625,0.118012422,0.297609233,0.512820513,0.294117647,0.206896552,0.205405405,0.022222222,0.05,0.103448276,Other
Mcdonalds,3 piece Buttermilk Crispy Chicken Tenders,0.145228216,0.149606299,0.14893617,0.074468085,0,0.086956522,0.147568013,0.102564103,0,0,0.145945946,0,0,0.006896552,Other
Mcdonalds,4 piece Buttermilk Crispy Chicken Tenders,0.190871369,0.196850394,0.19858156,0.095744681,0,0.118012422,0.210222589,0.134615385,0,0.011494253,0.2,0,0,0.006896552,Other
Mcdonalds,6 piece Buttermilk Crispy Chicken Tenders,0.307053942,0.307086614,0.312056738,0.170212766,0.0625,0.180124224,0.309150866,0.205128205,0.058823529,0.011494253,0.308108108,0,0,0.006896552,Other
Mcdonalds,10 piece Buttermilk Crispy Chicken Tenders,0.493775934,0.496062992,0.496453901,0.255319149,0.125,0.298136646,0.530090684,0.333333333,0.058823529,0.045977011,0.502702703,0,0,0.013793103,Other
Mcdonalds,12 piece Buttermilk Crispy Chicken Tenders,0.618257261,0.622047244,0.624113475,0.319148936,0.125,0.366459627,0.619126134,0.41025641,0.058823529,0.022988506,0.616216216,0,0.005,0.020689655,Other
Mcdonalds,20 piece Buttermilk Crispy Chicken Tenders,1,1,1,0.510638298,0.25,0.590062112,1,0.66025641,0.117647059,0.034482759,1,0,0.005,0.027586207,Other
Mcdonalds,4 Piece Chicken McNuggets,0.066390041,0.078740157,0.078014184,0.042553191,0,0.037267081,0.05358615,0.070512821,0.058823529,0,0.048648649,0,0.005,0,Other
Mcdonalds,6 Piece Chicken McNuggets,0.10373444,0.11023622,0.113475177,0.053191489,0,0.055900621,0.081615829,0.102564103,0.058823529,0,0.075675676,0,0.005,0,Other
Mcdonalds,10 Piece Chicken McNuggets,0.174273859,0.188976378,0.191489362,0.095744681,0,0.093167702,0.136026381,0.166666667,0.117647059,0,0.124324324,0,0.01,0.006896552,Other
Mcdonalds,20 Piece Chicken McNuggets,0.360995851,0.377952756,0.375886525,0.191489362,0,0.180124224,0.274525969,0.33974359,0.235294118,0,0.259459459,0,0.02,0.013793103,Other
Mcdonalds,40 piece Chicken McNuggets,0.726141079,0.755905512,0.758865248,0.382978723,0.0625,0.366459627,0.553173949,0.673076923,0.411764706,0.011494253,0.524324324,0,0.0375,0.020689655,Other
Mcdonalds,4 piece Sweet N' Spicy Honey BBQ Glazed Tenders,0.257261411,0.188976378,0.191489362,0.085106383,0,0.130434783,0.291014015,0.403846154,0.117647059,0.402298851,0.205405405,0.022222222,0.0375,0.013793103,Other
Mcdonalds,6 piece Sweet N' Spicy Honey BBQ Glazed Tenders,0.390041494,0.283464567,0.283687943,0.127659574,0,0.198757764,0.437757626,0.602564103,0.176470588,0.597701149,0.308108108,0.022222222,0.0625,0.027586207,Other
Mcdonalds,10 piece Sweet N' Spicy Honey BBQ Glazed Tenders,0.65560166,0.472440945,0.468085106,0.212765957,0,0.329192547,0.731244847,1,0.294117647,1,0.518918919,0.044444444,0.1,0.034482759,Other
Mcdonalds,Premium Asian Salad w/o Chicken,0.049792531,0.05511811,0.04964539,0.010638298,0,0,0.000824402,0.083333333,0.294117647,0.08045977,0.032432432,1,0.1125,0.034482759,Other
Mcdonalds,Premium Asian Salad w/ Grilled Chicken,0.10373444,0.062992126,0.063829787,0.021276596,0,0.099378882,0.119538335,0.115384615,0.294117647,0.114942529,0.162162162,1,0.175,0.034482759,Other
Mcdonalds,Premium Asian Salad w/ Crispy Chicken,0.195020747,0.196850394,0.19858156,0.170212766,0,0.118012422,0.18219291,0.179487179,0.235294118,0.045977011,0.172972973,1,0.15,0.051724138,Other
Mcdonalds,Premium Bacon Ranch Salad w/o Chicken,0.070539419,0.086614173,0.085106383,0.106382979,0,0.049689441,0.106347898,0.057692308,0.176470588,0.034482759,0.07027027,1,0.125,0.051724138,Other
Mcdonalds,Premium Bacon Ranch Salad w/ Grilled Chicken,0.124481328,0.094488189,0.09929078,0.127659574,0,0.055900621,0.200329761,0.057692308,0.176470588,0.045977011,0.221621622,1,0.15,0.051724138,Other
Mcdonalds,Premium Bacon Ranch Salad w/ Crispy Chicken,0.195020747,0.196850394,0.19858156,0.170212766,0,0.118012422,0.18219291,0.179487179,0.235294118,0.045977011,0.172972973,1,0.15,0.051724138,Other
Mcdonalds,Premium Southwest Salad w/o Chicken,0.082987552,0.070866142,0.070921986,0.074468085,0,0.01863354,0.079967024,0.166666667,0.352941176,0.103448276,0.037837838,1,0.1,0.068965517,Other
Mcdonalds,Premium Southwest Salad w/ Grilled Chicken,0.136929461,0.078740157,0.085106383,0.095744681,0,0.136645963,0.173948887,0.173076923,0.352941176,0.103448276,0.194594595,1,0.125,0.068965517,Other
Mcdonalds,Premium Southwest Salad w/ Crispy Chicken,0.20746888,0.181102362,0.177304965,0.127659574,0,0.093167702,0.155812036,0.294871795,0.470588235,0.103448276,0.145945946,1,0.1,0.068965517,Other
Chick Fil-A,Chargrilled Chicken Club Sandwich,0.170124481,0.113385827,0.113475177,0.170212766,0,0.105590062,0.18219291,0.237179487,0.176470588,0.08045977,0.194594595,0.166666667,0.1,0.086206897,Other
Chick Fil-A,Chargrilled Chicken Sandwich,0.12033195,0.042519685,0.042553191,0.042553191,0,0.068322981,0.132728772,0.230769231,0.176470588,0.08045977,0.151351351,0.138888889,0.1,0.034482759,Other
Chick Fil-A,Chick-n-Slider,0.10373444,0.077952756,0.078014184,0.053191489,0,0.055900621,0.129431162,0.166666667,0.058823529,0.045977011,0.081081081,0.055555556,0,0.006896552,Other
Chick Fil-A,1 Piece Chick-n-Strips,0.041493776,0.042519685,0.042553191,0.063829787,0,0.031055901,0.050288541,0.038461538,0,0.011494253,0.054054054,0,0,0.006896552,Other
Chick Fil-A,2 Piece Chick-n-Strips,0.087136929,0.08503937,0.085106383,0.063829787,0,0.068322981,0.101401484,0.083333333,0.058823529,0.011494253,0.113513514,0,0.005,0.013793103,Other
Chick Fil-A,3 Piece Chick-n-Strips,0.136929461,0.120472441,0.120567376,0.063829787,0,0.086956522,0.152514427,0.141025641,0.058823529,0.034482759,0.145945946,0.011111111,0.005,0.020689655,Other
Chick Fil-A,4 piece Chick-n-Strips,0.186721992,0.162992126,0.163120567,0.063829787,0,0.111801242,0.20362737,0.185897436,0.058823529,0.045977011,0.194594595,0.011111111,0.01,0.027586207,Other
Chick Fil-A,Chicken Deluxe,0.199170124,0.162992126,0.163120567,0.14893617,0,0.093167702,0.259686727,0.269230769,0.176470588,0.068965517,0.162162162,0.166666667,0.025,0.068965517,Other
Chick Fil-A,4 piece Chicken Nuggets,0.045643154,0.042519685,0.042553191,0.031914894,0,0.049689441,0.078318219,0.032051282,0.058823529,0,0.07027027,0,0.005,0.006896552,Other
Chick Fil-A,6 piece Chicken Nuggets,0.070539419,0.063779528,0.063829787,0.031914894,0,0.068322981,0.11788953,0.044871795,0.058823529,0,0.108108108,0,0.01,0.006896552,Other
Chick Fil-A,8 piece Chicken Nuggets,0.099585062,0.086614173,0.085106383,0.063829787,0,0.086956522,0.16075845,0.057692308,0.058823529,0.011494253,0.145945946,0,0.005,0.013793103,Other
Chick Fil-A,12 piece Chicken Nuggets,0.153526971,0.127559055,0.127659574,0.031914894,0,0.142857143,0.238252267,0.08974359,0.117647059,0.011494253,0.216216216,0,0.02,0.013793103,Other
Chick Fil-A,30 piece Chicken Nuggets,0.394190871,0.325984252,0.326241135,0.053191489,0,0.354037267,0.600989283,0.224358974,0.235294118,0.011494253,0.551351351,0.055555556,0.05,0.034482759,Other
Chick Fil-A,Chicken Salad Sandwich,0.195020747,0.133858268,0.134751773,0.063829787,0,0.099378882,0.183841715,0.352564103,0.294117647,0.137931034,0.145945946,0.194444444,0.02,0.051724138,Other
Chick Fil-A,Chicken Sandwich,0.174273859,0.134645669,0.134751773,0.085106383,0,0.074534161,0.220115416,0.256410256,0.117647059,0.057471264,0.145945946,0.011111111,0.01,0.051724138,Other
Chick Fil-A,4 Piece Grilled Chicken Nuggets,0.020746888,0.014173228,0.014184397,0.021276596,0,0.043478261,0.033800495,0.006410256,0,0,0.064864865,0,0.015,0,Other
Chick Fil-A,6 Piece Grilled Chicken Nuggets,0.037344398,0.021259843,0.021276596,0.021276596,0,0.062111801,0.051937345,0.012820513,0,0,0.097297297,0,0.02,0,Other
Chick Fil-A,8 piece Grilled Chicken Nuggets,0.049792531,0.028346457,0.028368794,0.021276596,0,0.086956522,0.070074196,0.012820513,0,0,0.12972973,0,0.025,0.006896552,Other
Chick Fil-A,12 Piece Grilled Chicken Nuggets,0.078838174,0.035433071,0.035460993,0.021276596,0,0.124223602,0.107996702,0.019230769,0,0.011494253,0.2,0,0.05,0.006896552,Other
Chick Fil-A,Spicy Grilled Chicken Sub Sandwich,0.170124481,0.08503937,0.085106383,0.095744681,0,0.105590062,0.213520198,0.301282051,0.294117647,0.103448276,0.172972973,0.055555556,0.0625,0.086206897,Other
Chick Fil-A,Regular Grilled Chicken Sub Sandwich,0.178423237,0.092125984,0.092198582,0.127659574,0,0.093167702,0.162407255,0.307692308,0.235294118,0.114942529,0.178378378,0.055555556,0.125,0.086206897,Other
Chick Fil-A,Smokehouse BBQ Bacon Sandwich,0.199170124,0.127559055,0.127659574,0,0,0.118012422,0.195383347,0.294871795,0.117647059,0.114942529,0.172972973,0.25,0.1,0.068965517,Other
Chick Fil-A,Spicy Chicken Sandwich,0.178423237,0.134645669,0.134751773,0.085106383,0,0.074534161,0.264633141,0.262820513,0.058823529,0.057471264,0.151351351,0.022222222,0.005,0.051724138,Other
Chick Fil-A,Spicy Deluxe,0.215767635,0.177165354,0.177304965,0.170212766,0,0.099378882,0.287716406,0.275641026,0.117647059,0.068965517,0.178378378,0.166666667,0.025,0.103448276,Other
Chick Fil-A,Chargrilled Chicken Cool Wrap,0.136929461,0.099212598,0.09929078,0.106382979,0,0.074534161,0.155812036,0.185897436,0.882352941,0.034482759,0.194594595,0.333333333,0.0875,0.120689655,Other
Chick Fil-A,Chicken Enchiladas Meal Kit,0.348547718,0.333070866,0.333333333,0.340425532,0.125,0.124223602,0.413025556,0.448717949,0.176470588,0.091954023,0.205405405,0.055555556,0.025,0.068965517,Other
Chick Fil-A,Chicken Parmesan Meal Kit,0.290456432,0.219685039,0.219858156,0.319148936,0,0.149068323,0.291014015,0.416666667,0.176470588,0.08045977,0.254054054,0.055555556,0.025,0.068965517,Other
Sonic,Hatch Green Chile Cheeseburger,0.286307054,0.299212598,0.304964539,0.361702128,0.25,0.149068323,0.18219291,0.282051282,0.117647059,0.08045977,0.183783784,0.055555556,0.0625,0.103448276,Other
Sonic,Jalapeno Burger,0.257261411,0.25984252,0.262411348,0.29787234,0.25,0.124223602,0.150865622,0.269230769,0.117647059,0.068965517,0.162162162,0.022222222,0.005,0.068965517,Other
Sonic,Jr. Burger,0.132780083,0.118110236,0.120567376,0.127659574,0.125,0.043478261,0.103050289,0.217948718,0.058823529,0.068965517,0.075675676,0.011111111,0.01,0.020689655,Other
Sonic,Jr. Chili Cheeseburger,0.161825726,0.173228346,0.170212766,0.191489362,0.0625,0.068322981,0.11788953,0.205128205,0.058823529,0.045977011,0.102702703,0.038888889,0.0025,0.051724138,Other
Sonic,Jr. Deluxe Burger,0.149377593,0.157480315,0.163120567,0.127659574,0.125,0.049689441,0.07502061,0.205128205,0.058823529,0.045977011,0.075675676,0.011111111,0.01,0.020689655,Other
Sonic,Jr. Deluxe Cheeseburger,0.178423237,0.196850394,0.19858156,0.191489362,0.125,0.074534161,0.129431162,0.211538462,0.058823529,0.045977011,0.097297297,0.033333333,0.01,0.051724138,Other
Sonic,Jr. Double Cheeseburger,0.2406639,0.275590551,0.269503546,0.340425532,0.25,0.136645963,0.220115416,0.224358974,0.058823529,0.08045977,0.162162162,0.083333333,0.01,0.086206897,Other
Sonic,Sonic Bacon Cheeseburger (w/mayo),0.352697095,0.417322835,0.418439716,0.425531915,0.25,0.173913043,0.220115416,0.288461538,0.117647059,0.08045977,0.205405405,0.055555556,0.02,0.103448276,Other
Sonic,Sonic Burger W/ Mustard,0.257261411,0.25984252,0.262411348,0.29787234,0.25,0.124223602,0.127782358,0.275641026,0.117647059,0.08045977,0.162162162,0.033333333,0.02,0.068965517,Other
Sonic,Sonic Burger W/ Ketchup,0.261410788,0.267716535,0.262411348,0.29787234,0.25,0.124223602,0.13932399,0.294871795,0.117647059,0.114942529,0.167567568,0.044444444,0.025,0.068965517,Other
Sonic,Sonic Burger W/ Mayonnaise,0.298755187,0.338582677,0.340425532,0.319148936,0.25,0.136645963,0.122835944,0.282051282,0.117647059,0.08045977,0.162162162,0.033333333,0.02,0.068965517,Other
Sonic,Sonic Cheeseburger W/ Mustard,0.286307054,0.299212598,0.304964539,0.361702128,0.25,0.149068323,0.18219291,0.275641026,0.117647059,0.08045977,0.183783784,0.055555556,0.02,0.103448276,Other
Sonic,Sonic Cheeseburger W/ Ketchup,0.290456432,0.299212598,0.304964539,0.361702128,0.25,0.149068323,0.193734542,0.301282051,0.117647059,0.114942529,0.183783784,0.083333333,0.025,0.103448276,Other
Sonic,Sonic Cheeseburger W/ Mayonnaise,0.323651452,0.377952756,0.382978723,0.382978723,0.25,0.161490683,0.177246496,0.282051282,0.117647059,0.08045977,0.183783784,0.055555556,0.02,0.103448276,Other
Sonic,Super Sonic Bacon Double Cheeseburger (w/mayo),0.522821577,0.653543307,0.65248227,0.765957447,0.5,0.322981366,0.266281946,0.282051282,0.117647059,0.08045977,0.356756757,0.083333333,0.015,0.137931034,Other
Sonic,Super Sonic Double Cheeseburger W/ Mustard,0.456431535,0.535433071,0.539007092,0.680851064,0.5,0.291925466,0.253091509,0.282051282,0.117647059,0.091954023,0.335135135,0.083333333,0.02,0.137931034,Other
Sonic,Super Sonic Double Cheeseburger W/ Ketchup,0.460580913,0.535433071,0.539007092,0.680851064,0.5,0.291925466,0.264633141,0.301282051,0.117647059,0.126436782,0.335135135,0.111111111,0.025,0.137931034,Other
Sonic,Super Sonic Double Cheeseburger W/ Mayo,0.497925311,0.614173228,0.617021277,0.723404255,0.5,0.304347826,0.248145095,0.288461538,0.117647059,0.091954023,0.335135135,0.083333333,0.02,0.137931034,Other
Sonic,Super Sonic Jalapeno Double Cheeseburger,0.456431535,0.535433071,0.539007092,0.680851064,0.5,0.291925466,0.276174773,0.275641026,0.117647059,0.08045977,0.335135135,0.083333333,0.005,0.137931034,Other
Sonic,Veggie Burger W/ Ketchup,0.178423237,0.102362205,0.09929078,0.085106383,0,0.01242236,0.230008244,0.429487179,0.294117647,0.126436782,0.075675676,0.033333333,0.02,0.086206897,Other
Sonic,Veggie Burger With Mustard,0.178423237,0.102362205,0.09929078,0.085106383,0,0.01242236,0.220115416,0.41025641,0.294117647,0.091954023,0.075675676,0.033333333,0.02,0.093103448,Other
Sonic,Veggie Burger W/ Mustard,0.178423237,0.102362205,0.09929078,0.085106383,0,0.01242236,0.211871393,0.41025641,0.294117647,0.091954023,0.075675676,0.033333333,0.02,0.086206897,Other
Sonic,Grilled Asiago Caesar Chicken Club Sandwich,0.244813278,0.212598425,0.212765957,0.14893617,0,0.136645963,0.256389118,0.282051282,0.176470588,0.091954023,0.210810811,0.061111111,0.05,0.055172414,Other
Sonic,Crispy Asiago Caesar Chicken Club Sandwich,0.273858921,0.275590551,0.276595745,0.191489362,0,0.099378882,0.18219291,0.33974359,0.235294118,0.08045977,0.162162162,0.061111111,0.0175,0.055172414,Other
Sonic,Grilled Chicken Sandwich,0.170124481,0.141732283,0.141843972,0.085106383,0,0.099378882,0.152514427,0.211538462,0.117647059,0.068965517,0.145945946,0.033333333,0.02,0.034482759,Other
Sonic,Crispy Chicken Sandwich,0.228215768,0.236220472,0.234042553,0.106382979,0,0.055900621,0.172300082,0.301282051,0.235294118,0.068965517,0.118918919,0.033333333,0.02,0.034482759,Other
Sonic,Chicken Strip Sandwich,0.178423237,0.173228346,0.170212766,0.085106383,0,0.043478261,0.119538335,0.275641026,0.058823529,0.045977011,0.097297297,0,0,0.013793103,Other
Sonic,3 Piece Crispy Chicken Tender Dinner,0.107883817,0.102362205,0.09929078,0.053191489,0,0,0.129431162,0.102564103,0,0,0.113513514,0.055555556,0.025,0.068965517,Other
Sonic,5 Piece Crispy Chicken Tender Dinner,0.186721992,0.173228346,0.170212766,0.095744681,0,0,0.218466612,0.166666667,0,0,0.194594595,0.055555556,0.025,0.068965517,Other
Sonic,Deluxe Ultimate Chicken Sandwich,0.298755187,0.275590551,0.276595745,0.170212766,0,0.111801242,0.253091509,0.403846154,0.235294118,0.137931034,0.172972973,0.055555556,0.02,0.051724138,Other
Sonic,Buffalo Dunked Ultimate Chicken Sandwich,0.406639004,0.433070866,0.432624113,0.255319149,0.0625,0.155279503,0.74278648,0.448717949,0.294117647,0.137931034,0.118918919,0.055555556,0.025,0.068965517,Other
Sonic,Garlic Parmesan Dunked Ultimate Chicken Sandwich,0.55186722,0.708661417,0.709219858,0.361702128,0,0.236024845,0.3569662,0.442307692,0.235294118,0.114942529,0.118918919,0.055555556,0.025,0.068965517,Other
Sonic,Small Jumbo Popcorn Chicken,0.149377593,0.149606299,0.156028369,0.085106383,0,0.055900621,0.20362737,0.173076923,0.176470588,0.011494253,0.091891892,0,0,0.006896552,Other
Sonic,Large Jumbo Popcorn Chicken,0.22406639,0.228346457,0.226950355,0.127659574,0.125,0.080745342,0.309150866,0.262820513,0.294117647,0.022988506,0.140540541,0,0,0.013793103,Other
Sonic,Small Spicy Jumbo Popcorn Chicken,0.136929461,0.118110236,0.120567376,0.063829787,0,0.055900621,0.13932399,0.192307692,0.117647059,0,0.108108108,0.055555556,0,0.006896552,Other
Sonic,Large Spicy Jumbo Popcorn Chicken,0.244813278,0.212598425,0.212765957,0.106382979,0,0.099378882,0.244847486,0.326923077,0.176470588,0,0.189189189,0.094444444,0,0.010344828,Other
Sonic,3 Piece Super Crunch Chicken Strip Dinner,0.394190871,0.322834646,0.326241135,0.170212766,0.125,0.068322981,0.35366859,0.698717949,0.411764706,0.103448276,0.156756757,0.005555556,0.015,0.044827586,Other
Sonic,4 Piece Super Crunch Chicken Strip Dinner,0.439834025,0.362204724,0.361702128,0.191489362,0.125,0.093167702,0.391591096,0.756410256,0.470588235,0.103448276,0.194594595,0.005555556,0.0175,0.044827586,Other
Sonic,5 Piece Super Crunch Chicken Strip Dinner,0.485477178,0.401574803,0.404255319,0.212765957,0.125,0.111801242,0.427864798,0.807692308,0.470588235,0.103448276,0.232432432,0.011111111,0.02,0.048275862,Other
Sonic,3 Piece Super Crunch Chicken Strips,0.128630705,0.11023622,0.113475177,0.063829787,0,0.068322981,0.107996702,0.16025641,0.117647059,0,0.113513514,0.005555556,0.005,0.003448276,Other
Sonic,4 Piece Super Crunch Chicken Strips,0.174273859,0.149606299,0.14893617,0.085106383,0,0.086956522,0.145919209,0.217948718,0.117647059,0.011494253,0.151351351,0.005555556,0.005,0.003448276,Other
Sonic,5 Piece Super Crunch Chicken Strips,0.219917012,0.188976378,0.184397163,0.106382979,0,0.111801242,0.18219291,0.269230769,0.176470588,0.011494253,0.189189189,0.005555556,0.0075,0.006896552,Other
Sonic,Traditional Ultimate Chicken Sandwich,0.294605809,0.275590551,0.276595745,0.170212766,0,0.111801242,0.251442704,0.397435897,0.176470588,0.126436782,0.167567568,0.022222222,0.005,0.051724138,Other
Sonic,Ultimate Chicken Club,0.033195021,0.456692913,0.453900709,0.319148936,0.0625,0.124223602,0.338829349,0.416666667,0.235294118,0.137931034,0.205405405,0.083333333,0.02,0.103448276,Other
Sonic,"All Beef All-american Style Dog â€“ 6""",0.145228216,0.125984252,0.127659574,0.14893617,0,0.049689441,0.192085738,0.256410256,0.058823529,0.172413793,0.059459459,0.011111111,0.01,0.027586207,Other
Sonic,"All Beef Chicago Dog â€“ 6""",0.170124481,0.141732283,0.141843972,0.14893617,0,0.049689441,0.37840066,0.314102564,0.058823529,0.195402299,0.07027027,0.022222222,0.015,0.034482759,Other
Sonic,"All Beef Chili Cheese Coney â€“ 6""",0.161825726,0.181102362,0.184397163,0.234042553,0,0.080745342,0.185490519,0.192307692,0.117647059,0.045977011,0.086486486,0.055555556,0.005,0.068965517,Other
Sonic,"All Beef New York Dog â€“ 6""",0.132780083,0.133858268,0.134751773,0.14893617,0,0.049689441,0.20362737,0.192307692,0.176470588,0.045977011,0.064864865,0.011111111,0.025,0.027586207,Other
